what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.dltk.debug,1.0.0.v20090613-1432,"org.eclipse.dltk.debug",1397199460398
stopped,bundle,org.eclipse.dltk.validators.core,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.core",1397199460398
stopped,bundle,org.eclipse.dltk.core,1.0.2.v20100209-1928,"org.eclipse.dltk.core",1397199460686
stopped,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1397199460688
stopped,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1397199460689
stopped,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1397199460690
stopped,bundle,org.eclipse.m2m.atl.adt,3.0.2.v201001190421,"org.eclipse.m2m.atl.adt",1397199460691
stopped,bundle,org.eclipse.m2m.atl.engine,3.0.2.v201001190421,"org.eclipse.m2m.atl.engine",1397199460692
stopped,bundle,org.eclipse.m2m.atl.dsls,3.0.2.v201001190421,"org.eclipse.m2m.atl.dsls",1397199460693
stopped,bundle,org.eclipse.m2m.atl.engine.emfvm,3.0.2.v201001190421,"org.eclipse.m2m.atl.engine.emfvm",1397199460694
stopped,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v200906151043,"org.eclipse.emf.ecore.xmi",1397199460694
stopped,bundle,org.eclipse.wst.wsdl,1.2.2.v200911111930,"org.eclipse.wst.wsdl",1397199460696
stopped,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1397199460699
stopped,bundle,org.eclipse.emf.databinding,1.1.0.v200906151043,"org.eclipse.emf.databinding",1397199460700
stopped,bundle,org.eclipse.emf.query,1.2.100.v200903190031,"org.eclipse.emf.query",1397199460701
stopped,bundle,org.eclipse.uml2.common,1.5.0.v200905041045,"org.eclipse.uml2.common",1397199460702
stopped,bundle,org.eclipse.emf.teneo.eclipselink.elistfactory,1.0.0.v200909151729,"org.eclipse.emf.teneo.eclipselink.elistfactory",1397199460703
stopped,bundle,org.eclipse.uml2.diagram.common.notation,0.9.0.v200906190654,"org.eclipse.uml2.diagram.common.notation",1397199460704
stopped,bundle,org.eclipse.emf.index.ui,0.7.0.v200908120607,"org.eclipse.emf.index.ui",1397199460705
stopped,bundle,org.eclipse.emf.index,0.7.0.v200908120607,"org.eclipse.emf.index",1397199460705
stopped,bundle,org.eclipse.datatools.modelbase.dbdefinition,1.0.1.v200906022249,"org.eclipse.datatools.modelbase.dbdefinition",1397199460706
stopped,bundle,org.eclipse.datatools.modelbase.sql,1.0.3.v200912150851,"org.eclipse.datatools.modelbase.sql",1397199460708
stopped,bundle,org.eclipse.gmf.runtime.notation,1.2.0.v20091021-2333,"org.eclipse.gmf.runtime.notation",1397199460709
stopped,bundle,org.eclipse.emf.ecore,2.5.0.v200906151043,"org.eclipse.emf.ecore",1397199460709
stopped,bundle,org.eclipse.emf.codegen,2.5.0.v200906151043,"org.eclipse.emf.codegen",1397199460711
stopped,bundle,org.eclipse.jst.server.core,1.2.1.v20100127,"org.eclipse.jst.server.core",1397199460712
stopped,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200911141836,"org.eclipse.jst.common.project.facet.core",1397199460713
stopped,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1397199460715
stopped,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1397199460717
stopped,bundle,org.eclipse.wst.common.core,1.1.201.v200806010600,"org.eclipse.wst.common.core",1397199460718
stopped,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,"org.eclipse.wst.internet.cache",1397199460719
stopped,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1397199460719
stopped,bundle,org.eclipse.gmf.runtime.common.ui.printing,1.3.0.v20100209-2200,"org.eclipse.gmf.runtime.common.ui.printing",1397199460721
stopped,bundle,org.eclipse.gmf.runtime.common.core,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.core",1397199460722
stopped,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1397199460722
stopped,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1397199460723
stopped,bundle,org.eclipse.rse.core,3.1.1.v200909160005,"org.eclipse.rse.core",1397199460724
stopped,bundle,org.eclipse.wst.common.environment,1.0.301.v200908101600,"org.eclipse.wst.common.environment",1397199460725
stopped,bundle,org.eclipse.datatools.connectivity.db.generic,1.0.1.v200908130547,"org.eclipse.datatools.connectivity.db.generic",1397199460726
stopped,bundle,org.eclipse.datatools.connectivity,1.1.3.v201001230803,"org.eclipse.datatools.connectivity",1397199460727
stopped,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1397199460729
stopped,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1397199460730
stopped,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1397199460730
stopped,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1397199461190
stopped,bundle,org.tigris.subversion.subclipse.core,1.6.13,"org.tigris.subversion.subclipse.core",1397199461191
stopped,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1397199461195
